npi,nppes_provider_last_org_name,nppes_provider_first_name,nppes_provider_city,nppes_provider_state,specialty_description,description_flag,drug_name,generic_name,bene_count,total_claim_count,total_30_day_fill_count,total_day_supply,total_drug_cost,bene_count_ge65,bene_count_ge65_suppress_flag,total_claim_count_ge65,ge65_suppress_flag,total_30_day_fill_count_ge65,total_day_supply_ge65,total_drug_cost_ge65,years_of_exp
-1753716362,BOKEN,DANIEL,VISALIA,CA,Infectious Disease,S,NEVIRAPINE,NEVIRAPINE,"",19,19.0,570,579.88,"",*,"",*,"","","",= 45.0
-1460761281,SILBERSTEIN,EDWARD,CINCINNATI,OH,Nuclear Medicine,S,ONDANSETRON HCL,ONDANSETRON HCL,12,13,13.0,57,53.39,"",*,"",*,"","","",= 48.0
2147350970,TOELLE,EVA,PORTALES,NM,Nurse Practitioner,S,BUPROPION XL,BUPROPION HCL,"",40,42.0,1260,1053.55,0,"",0,"",0.0,0,0.0,= 44.0
-1854814396,MASON,ATHENA,BROKEN ARROW,OK,Family Practice,S,PROAIR HFA,ALBUTEROL SULFATE,14,27,28.8,531,1666.16,"",#,"",#,"","","",= 49.0
-1420403824,RINGOLD,WARREN,DEARBORN,MI,Family Practice,S,MELOXICAM,MELOXICAM,29,71,141.0,4215,332.83,"",#,"",#,"","","",= 53.0
-1682029004,MORRISON,KIMBERLY,ORLANDO,FL,Nurse Practitioner,S,ONDANSETRON HCL,ONDANSETRON HCL,35,45,47.0,439,450.17,"",#,"",#,"","","",= 45.0
-1713405577,POLANSKY,DANIEL,MOBILE,AL,Internal Medicine,S,PROMETHAZINE HCL,PROMETHAZINE HCL,92,345,351.0,4453,2507.22,22,"",58,"",64.0,1026,738.7,= 53.0
2026000711,MEDIC,DANIEL,NORTH HUNTINGDON,PA,Family Practice,S,TERAZOSIN HCL,TERAZOSIN HCL,"",13,39.0,1170,214.72,"",*,13,"",39.0,1170,214.72,= 41.0
-1378979807,SCHULTZ,DAVID,EVANSVILLE,IN,Family Practice,S,COPAXONE,GLATIRAMER ACETATE,"",12,12.0,360,78562.2,0,"",0,"",0.0,0,0.0,= 45.0
2147325211,MARINI,JOHN,CHICAGO,IL,Physician Assistant,S,CEPHALEXIN,CEPHALEXIN,18,18,18.0,148,142.95,"",*,"",*,"","","",= 40.0
-1824313909,GUPTA,ANJALI,LIVONIA,MI,Geriatric Medicine,S,DOXAZOSIN MESYLATE,DOXAZOSIN MESYLATE,"",17,17.0,481,357.74,"",*,17,"",17.0,481,357.74,= 41.0
-2026275938,HYATT,ANN-MARIE,INDIANAPOLIS,IN,Dermatology,S,ACETAMINOPHEN-CODEINE,ACETAMINOPHEN WITH CODEINE,18,20,20.0,36,69.53,18,"",20,"",20.0,36,69.53,= 34.0
-1773061963,CHANMUGAM,JAY,DAYTONA BEACH,FL,Emergency Medicine,S,FLUTICASONE PROPIONATE,FLUTICASONE PROPIONATE,67,96,117.1,3494,1107.98,45,"",58,"",65.0,1932,622.07,= 40.0
-1400063458,CHACHAR,MUSHTAQUE,DARTMOUTH,MA,Neurology,S,DULOXETINE HCL,DULOXETINE HCL,"",50,50.0,1483,2798.56,"",*,19,"",19.0,553,1257.17,= 35.0
2107934755,NGUYEN,AIKHUE,SEATTLE,WA,Family Practice,S,AZITHROMYCIN,AZITHROMYCIN,13,14,14.0,62,87.15,13,"",14,"",14.0,62,87.15,= 53.0
-1925213635,FORD-SCALES,KRISTI,LANDRUM,SC,Family Practice,S,RISPERIDONE,RISPERIDONE,"",45,49.0,1441,318.41,"",*,16,"",16.0,474,113.47,= 43.0
-1753782535,PERRY,WILLIAM,CENTRE,AL,Family Practice,S,CEFPROZIL,CEFPROZIL,11,12,12.0,105,459.41,"",#,"",#,"","","",= 35.0
2026252476,CABRAL,ERIK,SAN JOSE,CA,Dermatology,S,CEPHALEXIN,CEPHALEXIN,20,21,21.0,221,262.54,20,"",21,"",21.0,221,262.54,= 41.0
2016302679,MISHRA,SANDEEP,BALTIMORE,MD,Student in an Organized Health Care Education/Training Program,T,LOSARTAN POTASSIUM,LOSARTAN POTASSIUM,"",11,19.0,570,96.29,"",*,"",*,"","","",= 47.0
2056316251,BOND,GARY,OKLAHOMA CITY,OK,Nephrology,S,MINOXIDIL,MINOXIDIL,"",14,30.0,890,635.43,"",#,"",#,"","","",= 42.0
2096826623,WALLACE,SUSAN,OMAHA,NE,Nurse Practitioner,S,ESCITALOPRAM OXALATE,ESCITALOPRAM OXALATE,15,36,70.1,2079,669.3,15,"",36,"",70.1,2079,669.3,= 38.0
-1440603669,KIM,BYUNGSOO,TAMUNING,GU,Internal Medicine,S,FLECAINIDE ACETATE,FLECAINIDE ACETATE,"",12,12.0,360,182.56,"",*,12,"",12.0,360,182.56,= 31.0
-1814446068,JOHNSTON,TIMOTHY,CULLOWHEE,NC,Family Practice,S,OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,15,130,132.0,3435,5706.75,"",*,44,"",44.0,1149,1910.41,= 49.0
-1713368872,STEINFELDT,RANDALL,NORTH OGDEN,UT,Family Practice,S,CLOPIDOGREL,CLOPIDOGREL BISULFATE,"",24,71.0,2130,519.67,"",*,24,"",71.0,2130,519.67,= 42.0
-1400956504,LAGALLE,CRYSTAL,NORTH KANSAS CITY,MO,Internal Medicine,S,LYRICA,PREGABALIN,"",20,20.0,600,9050.7,"",*,"",*,"","","",= 45.0
-2127555595,CUNNINGHAM,THOMAS,GREAT NECK,NY,Cardiovascular Disease (Cardiology),S,CARVEDILOL,CARVEDILOL,13,41,109.0,3270,712.68,"",#,"",#,"","","",= 55.0
-1470931254,KIM,DONALD,OKLAHOMA CITY,OK,Internal Medicine,S,BUTALBITAL-ACETAMINOPHEN-CAFFE,BUTALB/ACETAMINOPHEN/CAFFEINE,14,91,91.6,2531,3773.58,"",*,27,"",27.0,744,929.45,= 35.0
2006255905,BISONG,EUNICE,LOS ANGELES,CA,Nurse Practitioner,S,TEMAZEPAM,TEMAZEPAM,"",11,15.0,450,401.4,"",*,"",*,"","","",= 44.0
-1541275705,TODD,DAPHNE,JACKSON,MS,Nurse Practitioner,S,VIMPAT,LACOSAMIDE,"",59,59.0,959,23981.1,"",*,35,"",35.0,492,11647.43,= 37.0
2117991521,LESTER,DONNA,SAINT CLOUD,FL,Family Practice,S,CARTIA XT,DILTIAZEM HCL,"",28,80.0,2380,1687.5,"",*,28,"",80.0,2380,1687.5,= 37.0
2086721866,MARRERO,FRANCIS,OROCOVIS,PR,General Practice,S,RANITIDINE HCL,RANITIDINE HCL,43,233,233.0,6765,1651.0,19,"",82,"",82.0,2250,581.24,= 50.0
-1319415566,TERLINGO,MARLENE,ORWIGSBURG,PA,Family Practice,S,ECONAZOLE NITRATE,ECONAZOLE NITRATE,14,18,18.5,335,2396.68,"",#,"",#,"","","",= 34.0
-1662790630,ADKINS,KENNETH,SOUTH CHARLESTON,WV,Osteopathic Manipulative Medicine,S,TAMSULOSIN HCL,TAMSULOSIN HCL,22,77,115.0,3450,1578.97,"",#,57,"",81.0,2430,1179.98,= 40.0
-2026371870,LODHA,SANJAY,FLUSHING,NY,Internal Medicine,S,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,24,144,146.0,3608,6087.82,"",#,120,"",122.0,2988,4390.12,= 39.0
-1521272416,SARTOR,ROBERT,CHULA VISTA,CA,Internal Medicine,S,ATENOLOL,ATENOLOL,27,98,278.5,8356,934.33,"",#,"",#,"","","",= 46.0
-2066737000,BAUTISTA,RYNDON,JANESVILLE,WI,Internal Medicine,S,TERAZOSIN HCL,TERAZOSIN HCL,"",28,58.0,1740,226.96,"",#,"",#,"","","",= 46.0
-1773004938,FULL,RUTH,ELIZABETH,WV,Physician Assistant,S,PAROXETINE HCL,PAROXETINE HCL,"",41,74.0,2220,494.23,"",#,"",#,"","","",= 38.0
-1915443549,CAMPBELL,MICHAEL,FALL RIVER,MA,Family Practice,S,RIVASTIGMINE,RIVASTIGMINE,"",11,11.0,315,4149.99,"",*,11,"",11.0,315,4149.99,= 34.0
-1753798039,COUCHENOUR,CORAL,ANDERSON,MO,Family Practice,S,TRULICITY,DULAGLUTIDE,"",26,33.2,957,19002.42,"",#,"",#,"","","",= 31.0
-1400120590,HARTER,NEWMAN,ANDERSON,SC,Family Practice,S,NITROSTAT,NITROGLYCERIN,14,18,20.0,305,503.67,14,"",18,"",20.0,305,503.67,= 49.0
-1804220307,BENNETT,KAYE,PORT CHARLOTTE,FL,Nurse Practitioner,S,NYSTATIN,NYSTATIN,21,26,28.0,497,370.19,"",#,"",#,"","","",= 42.0
-1753859099,ROCKEFELLER,JOHN,TOPEKA,KS,Internal Medicine,S,ELIQUIS,APIXABAN,"",25,25.0,724,8557.36,"",*,25,"",25.0,724,8557.36,= 51.0
2046260996,DEMARTIN,ROBERT,SEA GIRT,NJ,Internal Medicine,S,TRIAMTERENE-HYDROCHLOROTHIAZID,TRIAMTERENE/HYDROCHLOROTHIAZID,"",18,34.0,979,185.02,"",*,18,"",34.0,979,185.02,= 32.0
-1996145197,GUICE,ALICIA,SUN CITY,AZ,Family Practice,S,VENLAFAXINE HCL,VENLAFAXINE HCL,"",36,54.0,1620,1314.17,"",#,"",#,"","","",= 48.0
-1501103106,FUSSELL,MELISSA,COLUMBUS,GA,Physician Assistant,S,CARVEDILOL,CARVEDILOL,"",19,35.0,1050,135.43,"",*,"",*,"","","",= 48.0
-1622516151,GRUESBECK,CLAY,SAN ANTONIO,TX,Family Practice,S,TIMOLOL MALEATE,TIMOLOL MALEATE,"",11,11.0,325,99.51,0,"",0,"",0.0,0,0.0,= 38.0
-1592144494,ZEIDMAN,JOAN,ROSEMONT,PA,Obstetrics & Gynecology,S,TOVIAZ,FESOTERODINE FUMARATE,"",11,11.0,330,2843.74,"",*,11,"",11.0,330,2843.74,= 45.0
-1521093366,CHANG,SHURONG,SACRAMENTO,CA,Dermatology,S,CLOBETASOL PROPIONATE,CLOBETASOL PROPIONATE,137,330,349.2,9531,83811.0,118,"",267,"",283.9,7783,67936.88,= 48.0
-1642583721,NOGUERA,DORIAN,BAYAMON,PR,General Practice,S,DULOXETINE HCL,DULOXETINE HCL,"",13,13.0,390,280.43,"",*,13,"",13.0,390,280.43,= 38.0
-1915432009,HAWKINS,EDWARD,REIDSVILLE,NC,Internal Medicine,S,VIIBRYD,VILAZODONE HCL,"",26,26.0,364,2787.02,"",*,26,"",26.0,364,2787.02,= 45.0
-2066950211,MAHR,MICHAEL,ROCHESTER,MN,Ophthalmology,S,LATANOPROST,LATANOPROST,20,121,156.9,4268,1545.56,"",#,"",#,"","","",= 45.0
-2086807622,SZALAS,ANDREW,SOUTH GATE,CA,Nurse Practitioner,S,LISINOPRIL-HYDROCHLOROTHIAZIDE,LISINOPRIL/HYDROCHLOROTHIAZIDE,22,92,118.0,3540,464.72,"",#,52,"",72.0,2160,237.7,= 43.0
2086677547,WEIGEL,CHRISTIAN,MOREHEAD,KY,Internal Medicine,S,ANORO ELLIPTA,UMECLIDINIUM BRM/VILANTEROL TR,"",20,24.0,720,7226.64,"",*,20,"",24.0,720,7226.64,= 52.0
-1925563873,JUNG,JULIA,AURORA,CO,Family Practice,S,METFORMIN HCL,METFORMIN HCL,57,212,535.5,16063,1508.4,"",#,192,"",503.2,15097,1399.21,= 43.0
-1470910836,SOOD,DINESH,MELVILLE,NY,Psychiatry,S,HALOPERIDOL DECANOATE,HALOPERIDOL DECANOATE,"",40,40.0,1120,4954.32,"",*,12,"",12.0,336,1790.34,= 37.0
-1309072540,PERSON,MARJORIE,RACELAND,LA,Psychiatry,S,HALOPERIDOL,HALOPERIDOL,14,85,100.0,2977,2847.18,"",*,17,"",17.0,487,475.91,= 36.0
-1612254489,UTTER,SANDRA,DRY RIDGE,KY,Family Practice,S,MECLIZINE HCL,MECLIZINE HCL,15,25,35.0,739,388.73,"",#,"",#,"","","",= 44.0
-2075974086,ABUSHARR,RAJA,THE WOODLANDS,TX,Family Practice,S,RAMIPRIL,RAMIPRIL,"",26,26.0,780,174.18,"",#,"",#,"","","",= 54.0
-1501249066,DOETCH,TROY,OREGON,WI,Family Practice,S,PANTOPRAZOLE SODIUM,PANTOPRAZOLE SODIUM,"",47,81.2,2415,503.06,"",*,27,"",53.0,1569,357.85,= 37.0
2137484877,LAMERS,JAMIE,GR,MI,Nurse Practitioner,S,OMEPRAZOLE,OMEPRAZOLE,"",16,26.0,780,136.59,"",*,"",*,"","","",= 43.0
-1814182387,ESTRADA RODRIGUEZ,RIGOBERTO,MAYAGUEZ,PR,General Practice,S,GLIPIZIDE,GLIPIZIDE,"",27,29.0,870,158.93,"",*,"",*,"","","",= 37.0
-1349708971,DOIG,CHRISTOPHER,LIVONIA,MI,Internal Medicine,S,ELIQUIS,APIXABAN,"",17,19.0,570,6780.4,"",*,17,"",19.0,570,6780.4,= 35.0
-2046385196,DERRICO,MARY,ELGIN,OK,Nurse Practitioner,S,FLUTICASONE PROPIONATE,FLUTICASONE PROPIONATE,"",11,19.0,570,186.65,"",*,"",*,"","","",= 35.0
-1592945833,LOPEZ,ALEJANDRO,PHOENIX,AZ,Family Practice,S,BACLOFEN,BACLOFEN,"",11,11.0,300,182.14,"",*,"",*,"","","",= 48.0
-2097924861,KO,EUGENE,ANN ARBOR,MI,Maxillofacial Surgery,S,DEXAMETHASONE,DEXAMETHASONE,14,20,20.1,343,842.06,"",#,"",#,"","","",= 49.0
-2036428405,KINCAID,CHRISTOPHER,BECKLEY,WV,Family Practice,S,TOPIRAMATE,TOPIRAMATE,"",40,42.0,1256,288.93,"",*,16,"",18.0,536,119.94,= 37.0
-1996141576,CAFFERY,DENNIS,HOPEDALE,IL,Family Practice,S,TRAMADOL HCL,TRAMADOL HCL,56,244,268.0,5088,2224.34,44,"",174,"",190.0,3371,1587.46,= 31.0
2107171655,HESS,PATRICIA,STREATOR,IL,Nurse Practitioner,S,AZITHROMYCIN,AZITHROMYCIN,"",12,12.0,57,60.66,"",*,"",*,"","","",= 46.0
-1561459579,TOWNLEY,WENDY,ALEXANDRIA,LA,Nurse Practitioner,S,PREDNISONE,PREDNISONE,27,30,30.0,320,115.86,"",#,"",#,"","","",= 47.0
-1854787906,LAM,PETER,COVINA,CA,Oral Surgery (Dentists only),S,HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,27,29,29.0,78,172.65,27,"",29,"",29.0,78,172.65,= 41.0
-1895232459,ALONZO,YOLANDA,BOERNE,TX,Family Practice,S,LOSARTAN POTASSIUM,LOSARTAN POTASSIUM,50,103,281.3,8438,1007.34,"",#,82,"",224.3,6728,782.64,= 35.0
-1905298053,SOOD,SEEMA,LAS VEGAS,NV,Internal Medicine,S,MONTELUKAST SODIUM,MONTELUKAST SODIUM,13,39,71.0,2130,526.54,"",#,"",#,"","","",= 46.0
-1602053083,JACKSON,SUSAN,CINCINNATI,OH,Nurse Practitioner,S,HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,11,11,11.0,54,131.81,"",*,"",*,"","","",= 50.0
-1612432986,RAMBOW,THOMAS,BOISE,ID,Physician Assistant,S,CARISOPRODOL,CARISOPRODOL,"",28,28.0,840,274.1,0,"",0,"",0.0,0,0.0,= 52.0
-1824529827,VARNEY,ANDREW,SPRINGFIELD,IL,Internal Medicine,S,CLONIDINE HCL,CLONIDINE HCL,"",29,51.0,1346,204.3,"",#,"",#,"","","",= 34.0
-1612105914,PRATT,BRIAN,KNOXVILLE,TN,Family Practice,S,AZITHROMYCIN,AZITHROMYCIN,35,47,47.0,251,427.76,"",#,36,"",36.0,194,342.92,= 40.0
2096822216,RODRIGUEZ,MARLENE,ATLANTIC CITY,NJ,Family Practice,S,PROAIR HFA,ALBUTEROL SULFATE,13,17,17.0,395,915.08,"",#,"",#,"","","",= 41.0
-2046704553,GUTTA,GAWTHAM,JOLIET,IL,Internal Medicine,S,AMLODIPINE BESYLATE,AMLODIPINE BESYLATE,17,76,100.0,2785,438.89,"",*,53,"",69.0,1855,324.76,= 53.0
-2036651542,WAGENAAR,DEBORAH,EAST LANSING,MI,Psychiatry,S,VENLAFAXINE HCL ER,VENLAFAXINE HCL,"",38,60.0,1791,1446.29,"",#,"",#,"","","",= 34.0
-1490067988,BENSON,JENNIFER,MOUNT VERNON,WA,Family Practice,S,CITALOPRAM HBR,CITALOPRAM HYDROBROMIDE,13,47,86.0,2580,406.92,"",*,33,"",62.0,1860,332.74,= 54.0
2086709482,PELUSIO,MICHELE,GLENDALE,AZ,Nurse Practitioner,S,HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,"",31,75.0,2250,196.84,"",*,31,"",75.0,2250,196.84,= 53.0
-1521423333,WILKINSON,MARC,RINCON,GA,Family Practice,S,GLIPIZIDE XL,GLIPIZIDE,"",21,41.0,1215,276.44,"",#,"",#,"","","",= 47.0
2026105585,ELMI,SAEID,MEDFORD,MA,Geriatric Medicine,S,ERYTHROMYCIN,ERYTHROMYCIN BASE,44,69,69.0,461,2048.76,"",#,"",#,"","","",= 41.0
-1965942292,WARNKEN,WAYNE,BURLINGTON,VT,Family Practice,S,FINASTERIDE,FINASTERIDE,"",20,28.0,840,200.44,"",*,"",*,"","","",= 38.0
-1460787979,MARTIN,JONATHAN,CORPUS CHRISTI,TX,Family Practice,S,CIPROFLOXACIN HCL,CIPROFLOXACIN HCL,32,44,44.0,409,285.29,32,"",44,"",44.0,409,285.29,= 43.0
-1753846226,VAZQUEZ,ROBERT,SAN FRANCISCO,CA,Family Practice,S,CRESTOR,ROSUVASTATIN CALCIUM,"",25,52.0,1544,12752.39,"",#,"",#,"","","",= 47.0
-1682097486,TABOR,KIMBERLY,COOKEVILLE,TN,Family Practice,S,GLIPIZIDE,GLIPIZIDE,11,38,96.0,2868,340.36,11,"",38,"",96.0,2868,340.36,= 53.0
2076502796,LANDRY,KEITH,CLOVERDALE,IN,Family Practice,S,CHLORTHALIDONE,CHLORTHALIDONE,"",11,11.0,330,255.07,"",*,11,"",11.0,330,255.07,= 42.0
-2006359895,FACTORIZA,RONALDO,BROWNSVILLE,TX,Internal Medicine,S,EASY TOUCH PEN NEEDLE,"PEN NEEDLE, DIABETIC",11,24,48.3,1392,723.6,"",#,"",#,"","","",= 51.0
2076832170,SADEGHI,KAVEH,LAUREL,MD,Family Practice,S,HYDRALAZINE HCL,HYDRALAZINE HCL,13,45,91.0,2716,869.25,"",*,28,"",72.0,2160,654.62,= 39.0
-1319415491,LINFOOT,JOHN,LAFAYETTE,CA,Endocrinology,S,EPOGEN,EPOETIN ALFA,"",11,11.0,308,7427.58,"",*,11,"",11.0,308,7427.58,= 40.0
-2086724884,BASHAR,AMIR,MASON CITY,IA,Family Practice,S,METOPROLOL TARTRATE,METOPROLOL TARTRATE,"",26,26.0,390,133.92,"",#,"",#,"","","",= 50.0
-2086073694,KRAVETZ,DAVID,SAN DIEGO,CA,Internal Medicine,S,LOVASTATIN,LOVASTATIN,12,35,65.0,1950,337.96,12,"",35,"",65.0,1950,337.96,= 35.0
-1713448535,RAHMAN,AYESHA,BROOKLYN,NY,Infectious Disease,S,AMANTADINE,AMANTADINE HCL,"",14,14.0,420,771.38,"",*,14,"",14.0,420,771.38,= 31.0
-2127466355,CHANG,MARK,SACRAMENTO,CA,Internal Medicine,S,SULFAMETHOXAZOLE-TRIMETHOPRIM,SULFAMETHOXAZOLE/TRIMETHOPRIM,16,20,26.3,463,251.78,"",#,"",#,"","","",= 53.0
-1410893042,FRIEDEMAN,HEATHER,COLUMBUS,OH,Nurse Practitioner,S,LOSARTAN-HYDROCHLOROTHIAZIDE,LOSARTAN/HYDROCHLOROTHIAZIDE,"",21,51.0,1530,343.59,"",#,"",#,"","","",= 47.0
-1602081570,DIETZ,MATTHEW,MORGANTOWN,WV,Orthopedic Surgery,S,AMOXICILLIN,AMOXICILLIN,"",15,15.0,74,50.63,"",#,"",#,"","","",= 33.0
-1460762254,GERBER,GREG,LAKE GENEVA,WI,Family Practice,S,ATENOLOL,ATENOLOL,44,244,469.2,13850,1762.75,"",#,"",#,"","","",= 42.0
-1501184276,KULOSZEWSKI,GINA,SCRANTON,PA,Physician Assistant,S,HYDROCORTISONE,HYDROCORTISONE,44,78,78.0,1089,713.02,"",#,65,"",65.0,840,482.11,= 43.0
-1501242456,ORTEGA,LUIS,PITTSBURGH,PA,Nephrology,S,CANDESARTAN CILEXETIL,CANDESARTAN CILEXETIL,"",34,34.0,1020,1824.05,"",*,34,"",34.0,1020,1824.05,= 41.0
-1945720511,SPLENDORIA,ARTHUR,VERO BEACH,FL,Family Practice,S,NEXIUM,ESOMEPRAZOLE MAGNESIUM,"",16,20.0,472,4516.4,"",#,"",#,"","","",= 55.0
-1622386502,BOWDEN,MARK,BROOKSVILLE,FL,General Practice,S,INSULIN SYRINGE,"SYRINGE AND NEEDLE,INSULIN,1ML","",13,27.3,820,359.56,"",*,"",*,"","","",= 48.0
-1945534837,KUCZMANSKI,MARK,WILLIAMSVILLE,NY,Physician Assistant,S,XIFAXAN,RIFAXIMIN,"",34,36.0,1060,65079.57,"",*,14,"",16.0,460,27804.46,= 35.0
-1349748836,GREENE,VALERIE,GAINESVILLE,FL,Physician Assistant,S,NYSTATIN,NYSTATIN,11,11,11.0,307,531.93,"",*,"",*,"","","",= 39.0
-1430403327,DRYJANSKI-YANOVSKY,JOSE,WOODLAND HILLS,CA,Internal Medicine,S,CLARITHROMYCIN,CLARITHROMYCIN,"",11,22.0,660,1224.97,"",*,11,"",22.0,660,1224.97,= 48.0
-1612240893,WATKINS,HARRY,JASPER,GA,General Practice,T,RANITIDINE HCL,RANITIDINE HCL,69,247,291.0,8705,2026.68,"",#,231,"",275.0,8225,1930.9,= 33.0
2117997882,VIJAYVARGIYA,MEETA,GREENWOOD,IN,Internal Medicine,S,MELOXICAM,MELOXICAM,"",37,59.0,1770,246.19,"",#,"",#,"","","",= 49.0
-2026473581,GOSS,MORAIMA,SAN JUAN,PR,General Practice,S,CLOPIDOGREL,CLOPIDOGREL BISULFATE,15,57,59.0,1770,449.66,15,"",57,"",59.0,1770,449.66,= 52.0
-1551738651,LEE,HWASUN,ELMHURST,NY,Internal Medicine,S,LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,118,453,928.8,27764,11025.75,"",#,426,"",875.8,26174,10322.07,= 52.0
2147422289,NEDELCU,DANA,JACKSONVILLE,FL,Internal Medicine,S,AZITHROMYCIN,AZITHROMYCIN,14,14,14.0,64,134.55,14,"",14,"",14.0,64,134.55,= 41.0
-1470943440,VASSIL,PAUL,LITITZ,PA,Family Practice,S,HUMULIN N,INSULIN NPH HUMAN ISOPHANE,"",26,26.3,558,3918.54,"",*,26,"",26.3,558,3918.54,= 50.0
-1632632714,FRY,STEPHEN,GREENSBORO,NC,Family Practice,S,CITALOPRAM HBR,CITALOPRAM HYDROBROMIDE,"",27,45.0,1350,175.83,"",*,27,"",45.0,1350,175.83,= 41.0
-1874795433,VALADI,NOJAN,COLUMBUS,GA,Neurology,S,BUTALBITAL-ACETAMINOPHEN-CAFFE,BUTALB/ACETAMINOPHEN/CAFFEINE,"",11,11.0,63,132.82,"",*,"",*,"","","",= 36.0
-1985105459,SAHAWNEH,ALA,BRANDON,FL,Family Practice,S,TAMSULOSIN HCL,TAMSULOSIN HCL,43,198,344.2,10325,4567.82,"",#,181,"",313.2,9395,4193.46,= 39.0
-1389100710,HARRISON,KAREN,COPPERAS COVE,TX,Family Practice,S,METHOCARBAMOL,METHOCARBAMOL,"",12,12.0,360,177.8,"",*,12,"",12.0,360,177.8,= 54.0
-2036571483,ELBENDARY,ALAA,SAINT LOUIS,MO,Gynecological Oncology,S,WARFARIN SODIUM,WARFARIN SODIUM,45,200,292.4,8773,1371.05,"",#,178,"",266.4,7993,1254.31,= 50.0
-1531269494,BINNS,KATHERINE,LONDON,OH,Family Practice,S,INDAPAMIDE,INDAPAMIDE,"",17,31.0,930,317.1,"",*,17,"",31.0,930,317.1,= 44.0
-2107236364,FAIMAN,MATTHEW,CLEVELAND,OH,Internal Medicine,S,DULOXETINE HCL,DULOXETINE HCL,25,99,215.0,6450,8548.38,"",#,84,"",196.0,5880,7879.75,= 45.0
-1915174564,ROSENSTEIN,KENNETH,SEWELL,NJ,Otolaryngology,S,FLUTICASONE PROPIONATE,FLUTICASONE PROPIONATE,29,54,70.5,2070,653.22,"",#,39,"",49.0,1425,487.24,= 45.0
-2117302494,ZEISS,DANA,OMAHA,NE,Nurse Practitioner,S,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,16,61,111.0,3330,861.85,"",*,44,"",84.0,2520,680.5,= 33.0
-1470874099,OMRAN,YASSER,MILLERSBURG,OH,Internal Medicine,S,VALPROIC ACID,VALPROIC ACID (AS SODIUM SALT),"",28,28.0,578,811.5,"",*,"",*,"","","",= 48.0
-2066567434,MARQUARD,SCOTT,GLENDALE,AZ,Family Practice,S,THEOPHYLLINE ANHYDROUS,THEOPHYLLINE ANHYDROUS,"",13,39.0,1170,1059.21,"",*,"",*,"","","",= 34.0
-1985118444,FREEMAN,OLGA,FORT MYERS,FL,Internal Medicine,S,LORAZEPAM,LORAZEPAM,13,53,55.0,1620,294.75,13,"",53,"",55.0,1620,294.75,= 46.0
-1854734495,BURKE,PAUL,WINSTON SALEM,NC,Neurology,S,CARBIDOPA-LEVODOPA,CARBIDOPA/LEVODOPA,"",37,45.3,1300,679.97,"",#,"",#,"","","",= 42.0
2147242382,RUSHTON,WANDA,WINSTON SALEM,NC,Nurse Practitioner,S,INVOKANA,CANAGLIFLOZIN,11,23,29.0,855,10405.7,"",#,"",#,"","","",= 42.0
-2016423013,SOLANO,ELIZABETH,KENSINGTON,CT,Internal Medicine,S,FLUTICASONE PROPIONATE,FLUTICASONE PROPIONATE,36,101,106.0,3164,911.57,"",#,57,"",60.0,1784,529.44,= 42.0
-2147452565,EISNER,ADRIENNE,FORT MYERS,FL,Psychiatry,S,ESCITALOPRAM OXALATE,ESCITALOPRAM OXALATE,"",28,35.0,1050,303.03,"",*,"",*,"","","",= 55.0
-1985134904,HAIGHT,RANDALL,JEFFERSON CITY,MO,Internal Medicine,S,MEMANTINE HCL,MEMANTINE HCL,"",33,33.2,966,2138.66,"",*,20,"",20.0,600,1181.86,= 31.0
-1369928650,GILLESPIE,EVE,KALISPELL,MT,Cardiovascular Disease (Cardiology),S,AMLODIPINE BESYLATE,AMLODIPINE BESYLATE,61,237,560.9,16811,1778.04,"",#,224,"",537.9,16136,1684.64,= 50.0
-1703215853,LOPEZ LOPEZ,PEDRO,GUAYAMA,PR,General Practice,S,LEVOCETIRIZINE DIHYDROCHLORIDE,LEVOCETIRIZINE DIHYDROCHLORIDE,"",13,13.0,390,150.43,"",*,13,"",13.0,390,150.43,= 51.0
-1935198875,HARIHARAN,MINI,SPRINGFIELD,MA,Student in an Organized Health Care Education/Training Program,T,VALSARTAN,VALSARTAN,"",11,19.0,570,568.75,"",*,"",*,"","","",= 50.0
-1814333768,LUNDQUIST,CHRISTOPHER,BREA,CA,General Practice,S,LOVASTATIN,LOVASTATIN,28,102,244.2,7323,1290.0,"",#,81,"",207.0,6210,1147.0,= 44.0
2006803827,PERRI,GINA,CEDAR RAPIDS,IA,Family Practice,S,DOXEPIN HCL,DOXEPIN HCL,"",15,15.2,446,415.31,"",*,15,"",15.2,446,415.31,= 44.0
-1490140753,LAY,KIMBERLY,JEFFERSON CITY,TN,Physician Assistant,S,PIOGLITAZONE HCL,PIOGLITAZONE HCL,"",11,11.0,330,162.19,0,"",0,"",0.0,0,0.0,= 47.0
-2046536831,YEAGER-SMITH,ANITA,HURRICANE,WV,Family Practice,S,CARVEDILOL,CARVEDILOL,"",17,35.0,1050,127.81,"",#,"",#,"","","",= 39.0
